n,alerts,rmse_mean,rmse_median,diracc_mean,diracc_median,diracc_p25,diracc_p75,abs_z_mean
86,0,0.024992822333737126,0.0237227734178304,0.4803321998768818,0.4829931972789115,0.4671201814058957,0.5005668934240363,0.13996558092039735
