ticker,rmse_valid,direction_acc_valid,y_next_pred,sigma60,z_of_pred,alert
sh600085,0.0281730964779853,0.4965986394557823,-0.0094259437173604,0.0389399459629545,-0.2420635433262391,False
sz000419,0.0213506203144788,0.4784580498866213,0.0026633739471435,0.0413354478286886,0.0644331546582036,False
sz000919,0.0226188413798809,0.492063492063492,0.0042157657444477,0.0289219190874143,0.1457636429335636,False
sz000951,0.030937822535634,0.5192743764172335,0.0067197009921073,0.0234779210157697,0.2862135078084126,False
sh600993,0.0301546566188335,0.5056689342403629,0.0035185143351554,0.0282215506360999,0.1246746904086776,False
sh600573,0.034137200564146,0.5124716553287982,0.009322827681899,0.028970096006775,0.3218085456683798,False
sh600761,0.0255191251635551,0.4852607709750567,0.0053272992372512,0.0235344901162921,0.2263612658406698,False
sh600992,0.0318396091461181,0.4625850340136054,-0.0008988617919385,0.0565721373474065,-0.0158887691927032,False
sh600684,0.0291083231568336,0.4784580498866213,-0.0190542712807655,0.04030148131386,-0.4727932058983785,False
sh600033,0.0105659095570445,0.4013605442176871,0.000348538160324,0.017351268073795,0.0200871750681282,False
sz000823,0.021773250773549,0.4263038548752834,-0.0010600555688142,0.0273255140164936,-0.0387936044035031,False
sh600276,0.0226908270269632,0.4965986394557823,0.0110973268747329,0.0186060993303916,0.5964345730574813,False
sh600560,0.0189748499542474,0.5011337868480725,0.0019045546650886,0.0214755819239887,0.0886846179527754,False
sh600111,0.0418425574898719,0.4943310657596372,-0.015392854809761,0.0308337797540014,-0.4992203336848479,False
sh600197,0.0422027371823787,0.4988662131519274,0.0185733512043952,0.0298196500175054,0.6228559008886065,False
sz000915,0.0260621719062328,0.4875283446712018,0.0015485025942325,0.0342391006717602,0.0452261336188774,False
sz000548,0.0187755618244409,0.4603174603174603,-0.004627700895071,0.0236118075632222,-0.1959908796804842,False
sh600261,0.0176745522767305,0.4671201814058957,-0.000835757702589,0.0168304905308085,-0.0496573290294701,False
sz002028,0.0329459384083747,0.5034013605442177,-0.0130584072321653,0.0276931533803756,-0.4715390240112104,False
sh600028,0.0142005244269967,0.4467120181405896,-0.0002651214599609,0.0135713933444337,-0.0195353017836343,False
sh600123,0.0334970615804195,0.4943310657596372,0.0037392880767583,0.0372837471000913,0.1002926842034711,False
sz000702,0.0224266834557056,0.4852607709750567,-0.0018296130001544,0.03028096456872,-0.0604212059292327,False
sz000573,0.0298780221492052,0.4965986394557823,0.0018493682146072,0.0430877123149678,0.0429210019756556,False
sh600456,0.0331253968179225,0.4716553287981859,-0.0038012918084859,0.0325329520138639,-0.1168443195201856,False
sh600742,0.0262261200696229,0.5328798185941043,0.0010768920183181,0.022472508078419,0.0479203983532376,False
sh600125,0.0189936086535453,0.4489795918367347,-0.0042139794677495,0.0301766471143472,-0.1396436806032465,False
sh600624,0.0162265859544277,0.4761904761904761,0.003489751368761,0.015109513229393,0.2309636985747072,False
sh600031,0.0272743888199329,0.5011337868480725,0.0045641064643859,0.0226702621614346,0.2013256140854889,False
sh600668,0.0293193291872739,0.4875283446712018,-0.0083924233913421,0.0619273130108089,-0.1355205260507922,False
sz002038,0.0206138677895069,0.4897959183673469,-0.003108661621809,0.022205182953527,-0.139997055117471,False
sh600527,0.0221870355308055,0.473922902494331,-0.00153324380517,0.0167130637965677,-0.091739187167649,False
sh600583,0.0195559971034526,0.4512471655328798,-0.0057909451425075,0.02017642728147,-0.2870152476238179,False
sh600642,0.0201671943068504,0.4648526077097505,-6.447732448577881e-05,0.0227321417329486,-0.0028363933710825,False
sh600004,0.0239305924624204,0.4693877551020408,0.0070854723453521,0.0343324249729957,0.2063783809952678,False
sh600016,0.0089755002409219,0.3809523809523809,0.0019688382744789,0.0099829507418286,0.1972198754853829,False
sz000581,0.0208974312990903,0.5396825396825397,-0.0022020861506462,0.0182787161050006,-0.1204726269214003,False
sh600809,0.0339350551366806,0.4671201814058957,-0.004281248897314,0.0272833776554243,-0.1569177900993866,False
sz000550,0.0337078645825386,0.5192743764172335,0.0026660412549972,0.027620077141962,0.0965254469073289,False
sh600101,0.0217758063226938,0.4875283446712018,0.0033890381455421,0.0276285602931615,0.1226642605672931,False
sh600059,0.0312836654484272,0.4784580498866213,-0.0013288743793964,0.0228545914941911,-0.0581447188976011,False
sh600836,0.0231537707149982,0.4738041002277904,-0.0009199753403663,0.0264258079755018,-0.0348135047785172,False
sh600969,0.020314322784543,0.4512471655328798,0.0019004866480827,0.0232753997340173,0.0816521242719584,False
sz000983,0.0380921959877014,0.4699074074074074,-0.0209726244211196,0.0397463158629052,-0.5276619653715757,False
sh600192,0.0273318141698837,0.4761904761904761,0.0023611839860677,0.0438201960174717,0.0538834524220705,False
sh600789,0.0186685882508754,0.4852607709750567,0.0035534240305423,0.0201446479895628,0.1763953516800054,False
sh600660,0.0283958371728658,0.5102040816326531,-0.0031642206013202,0.0238229402849415,-0.1328223651341945,False
sz000729,0.0235149543732404,0.4489795918367347,-0.0006722956895828,0.0255814241057681,-0.0262806098674207,False
sh600486,0.0266877636313438,0.5137614678899083,0.0006347112357616,0.025816435009435,0.0245855397801547,False
sz000869,0.0270232148468494,0.564625850340136,-0.0019589643925428,0.0207036456328544,-0.0946192511738929,False
sh600611,0.0116067882627248,0.4784580498866213,-0.0003881864249706,0.0134370752822407,-0.0288891836895369,False
sh600426,0.0304686985909938,0.4829931972789115,-0.0014996454119682,0.0247655449299723,-0.0605536769197647,False
sh600439,0.0244923308491706,0.4331065759637188,0.0009549185633659,0.0193288610532307,0.0494037422432038,False
sh600846,0.018605675548315,0.5170842824601367,-0.0012842901051044,0.0154484871004407,-0.0831336599770474,False
sh600824,0.0224587731063365,0.4408352668213457,-0.0030771712772548,0.0392220363530772,-0.0784551435576332,False
sh600329,0.0271651707589626,0.4545454545454545,0.0001004226505756,0.0292857076105143,0.0034290657279158,False
sz000830,0.0327010042965412,0.4875283446712018,0.0008239448070526,0.0233022539305189,0.035359002434673,False
sh600467,0.0233635157346725,0.4671201814058957,-0.0043345652520656,0.0301884045011474,-0.143583733153687,False
sz000559,0.0227230004966259,0.473922902494331,-0.0010156482458114,0.0182349137811553,-0.0556979704440044,False
sz000589,0.0225649587810039,0.4489795918367347,-0.0008569732308387,0.0229961304191751,-0.0372659592095809,False
sh600588,0.0292185433208942,0.5034013605442177,0.0023582372814416,0.0313163567441692,0.0753036679097126,False
sh600249,0.0231826547533273,0.4353741496598639,0.0019079819321632,0.0321061027330571,0.059427372850365,False
sz000417,0.0197986252605915,0.4761904761904761,-0.000586949288845,0.0189095247612491,-0.0310398587937702,False
sz000402,0.0183086935430765,0.4557823129251701,0.0004986710846424,0.0184931356836601,0.0269651844619931,False
sh600060,0.0251423548907041,0.5079365079365079,-0.0004614256322383,0.0243426437159989,-0.018955436725254,False
sh600235,0.0261887796223163,0.492063492063492,0.0048324391245841,0.031776111860546,0.1520776873210655,False
