ticker,rmse_valid,direction_acc_valid,y_next_pred,sigma60,z_of_pred,alert
sh600085,0.0251640547066926,0.4949152542372881,-0.0081327715888619,0.0389399459629545,-0.2088541547555686,False
sz000419,0.0205921325832605,0.4898305084745762,0.0050547681748867,0.0413354478286886,0.122286493011297,False
sz000919,0.0227560829371213,0.5067796610169492,-0.0002207532525062,0.0289219190874143,-0.0076327291944823,False
sz000951,0.0350367464125156,0.5,0.0268237330019474,0.0234779210157697,1.142508383039814,False
sh600993,0.0292879529297351,0.5050847457627119,-0.0046800803393125,0.0282215506360999,-0.1658335057957769,False
sh600761,0.0281124543398618,0.5084745762711864,-0.0072675868868827,0.0235344901162921,-0.3088056619418772,False
sh600992,0.0298406071960926,0.4915254237288136,0.0004845969378948,0.0565721373474065,0.0085659986515791,False
sh600684,0.0273469351232051,0.4830508474576271,-0.0101762544363737,0.04030148131386,-0.2525031730742433,False
sh600033,0.0109610231593251,0.4338983050847457,0.0015117954462766,0.017351268073795,0.0871287659529744,False
sz000823,0.0263857115060091,0.4644067796610169,0.0020681172609329,0.0273255140164935,0.075684450175031,False
sh600276,0.0244912970811128,0.5101694915254237,0.0168863702565431,0.0186060993303916,0.9075712690218676,False
sh600111,0.0378351174294948,0.4898305084745762,-0.0129717662930488,0.0308337797540014,-0.4206997062813354,False
sz000915,0.0274400021880865,0.4711864406779661,-0.002935575786978,0.0342391006717602,-0.0857375010443602,False
sz000548,0.0181564316153526,0.4745762711864407,0.0023219734430313,0.0236118075632222,0.0983394622973887,False
sh600261,0.0192102566361427,0.4220338983050847,0.0020924396812915,0.0168304905308085,0.1243242693502385,False
sz002028,0.0389385186135768,0.5135593220338983,-0.0161194652318954,0.0276931533803756,-0.5820738140489308,False
sh600028,0.0136677687987685,0.4491525423728814,-0.000439990311861,0.0135713933444337,-0.0324203990327571,False
sz000702,0.0239602942019701,0.5033898305084745,-0.000134453177452,0.03028096456872,-0.0044401865979233,False
sz000573,0.0848434343934059,0.4423728813559322,-0.0815725848078727,0.0430877123149678,-1.8931746777326408,False
sh600456,0.0327505432069301,0.4864406779661017,0.0006686374545097,0.0325329520138639,0.0205526153513102,False
sh600742,0.0265506580471992,0.5016949152542373,0.0019694287329912,0.022472508078419,0.0876372076381824,False
sh600125,0.0188425239175558,0.488135593220339,-3.324076533317566e-05,0.0301766471143472,-0.0011015390209464,False
sh600624,0.0196688696742057,0.4610169491525424,0.0018557459115982,0.0151095132293929,0.122819620673945,False
sh600031,0.0699674412608146,0.4813559322033898,-0.0437338799238204,0.0226702621614346,-1.9291290202602036,False
sh600668,0.0286419801414012,0.4694915254237288,0.0094197951257228,0.061927313010809,0.1521104848029475,False
sz002038,0.0211282297968864,0.4830508474576271,-0.0116678476333618,0.022205182953527,-0.5254558092686384,False
sh600527,0.0299793314188718,0.4372881355932203,-0.0026249215006828,0.0167130637965677,-0.1570579734544038,False
sh600583,0.0222101565450429,0.4694915254237288,0.0029342919588088,0.02017642728147,0.1454316199571935,False
sh600642,0.0189010649919509,0.4847457627118644,0.0005579050630331,0.0227321417329486,0.0245425540699897,False
sh600004,0.0254933331161737,0.4525423728813559,0.0007575647905468,0.0343324249729957,0.0220655712635226,False
sh600016,0.0097863487899303,0.4,0.0053619891405105,0.0099829507418286,0.5371141166611826,False
sz000581,0.0211983229964971,0.5152542372881356,-0.0017089135944843,0.0182787161050006,-0.0934919416521485,False
sz000550,0.0317145511507988,0.5033898305084745,0.0032137185335159,0.027620077141962,0.1163543951544403,False
sh600059,0.0292783174663782,0.511864406779661,0.0005523115396499,0.0228545914941911,0.024166316782655,False
sh600836,0.0272082220762968,0.4846938775510204,0.0012494102120399,0.0264258079755018,0.0472799068395239,False
sh600969,0.0195899046957492,0.4864406779661017,-0.0044747404754161,0.0232753997340172,-0.192251845469182,False
sz000983,0.0323215350508689,0.4612736660929432,0.0012910068035125,0.0397463158629052,0.0324811608490699,False
sh600192,0.0269700158387422,0.5135593220338983,-0.0007886439561843,0.0438201960174717,-0.0179972671938133,False
sh600660,0.0271652191877365,0.5220338983050847,0.0079409256577491,0.0238229402849415,0.3333309083371017,False
sz000729,0.0225335285067558,0.4932203389830508,0.0043033547699451,0.0255814241057681,0.1682217952344905,False
sh600486,0.0282856356352567,0.4632478632478632,0.0061531499959528,0.025816435009435,0.2383422657032786,False
sh600611,0.0126913189888,0.4525423728813559,-0.0006946176290512,0.0134370752822407,-0.0516940701395454,False
sh600426,0.0325686112046241,0.4796610169491525,-0.026087824255228,0.0247655449299723,-1.0533914676652545,False
sh600439,0.0239735078066587,0.4491525423728814,0.0030247587710618,0.0193288610532307,0.1564891587683451,False
sh600824,0.0231296624988317,0.4568965517241379,0.0063014365732669,0.0392220363530772,0.1606605763641548,False
sh600329,0.0263801645487546,0.5025466893039049,-0.0083885341882705,0.0292857076105144,-0.2864377202510086,False
sz000830,0.030668081715703,0.4796610169491525,-0.0053265243768692,0.0233022539305189,-0.2285839862062959,False
sh600467,0.0262212380766868,0.4542372881355932,0.0009276792407035,0.0301884045011475,0.0307296443365158,False
sz000559,0.0232942514121532,0.4711864406779661,0.0031128153204917,0.0182349137811553,0.170706242474602,False
sz000589,0.0215713307261466,0.4491525423728814,-0.0022224262356758,0.0229961304191751,-0.0966434451679839,False
sh600588,0.0316200815141201,0.5016949152542373,-0.0039077848196029,0.0313163567441692,-0.1247841057529624,False
sh600249,0.0258292537182569,0.4728813559322034,0.0030346810817718,0.0321061027330571,0.0945203521523576,False
sz000417,0.0211910847574472,0.4830508474576271,0.0010023862123489,0.0189095247612491,0.0530095650160101,False
sz000402,0.0175630319863557,0.4508474576271186,-0.0009140521287918,0.0184931356836601,-0.049426535886722,False
sh600060,0.0261423904448747,0.5305084745762711,0.0027560666203498,0.0243426437159988,0.1132196453395915,False
sh600235,0.0266579277813434,0.459322033898305,0.0027203150093555,0.031776111860546,0.0856087794883852,False
sz000898,0.0566165968775749,0.4745762711864407,-0.0490816831588745,0.024748486061927,-1.9832188200874736,False
sz002001,0.0262383557856082,0.4898305084745762,-0.0033190734684467,0.0261027709202322,-0.1271540177496614,False
sh600436,0.0286963488906621,0.4864406779661017,-0.0013211630284786,0.0248755002511872,-0.0531109921017828,False
sh600479,0.0213728081434965,0.4457627118644068,-0.0052666887640953,0.0429651030121852,-0.1225805867798283,False
sh600138,0.0212570410221815,0.4694915254237288,-0.004761392250657,0.0280190981123366,-0.1699337549063763,False
sh600054,0.0201701167970895,0.4694915254237288,-0.0021441914141178,0.0318635640972016,-0.0672928720292592,False
sz000089,0.0190559960901737,0.4847457627118644,-0.0001586005091667,0.0194282102187296,-0.0081634090709873,False
sz000822,0.0327810496091842,0.4915254237288136,0.0075175445526838,0.0285800020690507,0.263035037722205,False
sh600638,0.0257037431001663,0.459322033898305,0.0020141825079917,0.0228615385718364,0.0881035027729092,False
sh600262,0.0235585588961839,0.4966101694915254,0.0067061185836791,0.0407746682105782,0.164467725509589,False
sz002023,0.0309205669909715,0.5186440677966102,0.0002299360930919,0.0191436148656009,0.0120111052481568,False
sh600011,0.0290287360548973,0.4542372881355932,0.0097281783819198,0.0420831655175083,0.2311655017067934,False
sh600067,0.0240336097776889,0.4661016949152542,-0.0167772490531206,0.0373774020210543,-0.448860639245707,False
sh600064,0.0164780132472515,0.4932203389830508,0.0035229995846748,0.0179824964527647,0.1959125994993421,False
sh600831,0.0498092919588089,0.4576271186440678,0.0322418883442878,0.0388480106680837,0.8299493201921812,False
sh600114,0.0340954139828681,0.511864406779661,0.0019670352339744,0.0372719679304152,0.0527751770417659,False
sh600320,0.0201255436986684,0.423728813559322,-0.0024900361895561,0.0180816674248024,-0.1377104640823072,False
sh600594,0.0232678093016147,0.4915254237288136,0.0036939606070518,0.0350403324748985,0.1054202198422589,False
sh600755,0.0180050525814294,0.4787775891341256,0.0029398947954177,0.0196270900076362,0.14978752817655,False
sh600305,0.0312099065631628,0.4762711864406779,-0.0008137770928442,0.0202495877065076,-0.0401873214786249,False
sh600491,0.0264805033802986,0.4576271186440678,-0.0051513276994228,0.0318711132167962,-0.1616299389382067,False
sh600118,0.0271302685141563,0.5288135593220339,0.007751241326332,0.0205882369859441,0.3764886506181878,False
sh600779,0.0370690040290355,0.497453310696095,-0.0199546217918396,0.0232971974446354,-0.8565241924063502,False
sh600501,0.0265261325985193,0.4830508474576271,0.0037106908857822,0.0336808443743121,0.1101721127541326,False
sh600521,0.0333153530955314,0.5305084745762711,0.0064017698168754,0.0411371583791536,0.1556200893039485,False
sh600535,0.0186558365821838,0.5067796610169492,0.0040391944348812,0.025962491497947,0.1555780145145339,False
sh600549,0.0292090736329555,0.4644067796610169,-0.0058145150542259,0.0211843836023555,-0.2744716305487922,False
sh600388,0.0189844295382499,0.4711864406779661,0.0074987914413213,0.0240783858459034,0.3114323516114617,False
sh600557,0.0226505845785141,0.5169491525423728,0.0060368329286575,0.0394395459877549,0.1530654384276492,False
sz000632,0.021968824788928,0.488135593220339,-0.0023298035375773,0.02473123147769,-0.094204876034189,False
sh600283,0.0263435486704111,0.4914965986394558,0.001360535621643,0.0385722439928501,0.0352723909236742,False
sz002029,0.0173622593283653,0.488135593220339,-0.0001730546355247,0.0174654875120759,-0.0099083713707609,False
sh600188,0.0363424345850944,0.488135593220339,0.0027772635221481,0.0341356584630606,0.0813595762787976,False
sh600801,0.0265542436391115,0.4863945578231292,-0.0040379390120506,0.0306955142690051,-0.1315481363557601,False
sh600327,0.0336315371096134,0.4898305084745762,-0.0035452768206596,0.0285064757072443,-0.1243673757989285,False
sh600326,0.0229999478906393,0.5067796610169492,0.0051403120160102,0.0178836226887251,0.2874310888330319,False
sz000572,0.0324336215853691,0.524701873935264,-0.0001770481467247,0.0250638810213315,-0.0070638731461933,False
sh600098,0.0219062659889459,0.4847457627118644,0.0037220232188701,0.0220222542385118,0.1690118317789142,False
sz000733,0.043269857764244,0.4813559322033898,-0.0227146632969379,0.0246171685734875,-0.922715949316848,False
sz000701,0.0270080789923667,0.5016949152542373,0.002539824694395,0.0388562250743425,0.0653646625705163,False
sh600718,0.023843141272664,0.4847457627118644,0.0113017968833446,0.0334591121435006,0.3377792410354677,False
sz000909,0.0244644489139318,0.503448275862069,0.0021090283989906,0.0309550694351099,0.0681319007244583,False
sh600774,0.0271910931915044,0.5186440677966102,-0.0055207908153533,0.0316025515954947,-0.1746944088273031,False
sh600536,0.0339861810207366,0.4694915254237288,-0.0011334791779518,0.026276308581504,-0.0431369095497901,False
