ticker,rmse_valid,mae_valid,direction_acc_valid,pocid_valid,auprc_valid,f1_valid,y_next_pred,pred_next_close,last_close,sigma60,z_of_pred,alert,alert_rule
sz000910,0.0259335469454526,0.0188072845339775,0.6322033898305085,0.6322033898305085,0.6279419943809453,0.6395939086294417,0.0132990181446075,10.701376051671394,10.5600004196167,0.024360748180305,0.5459197142459802,False,"( |ret|≥max(0.0376,0.012) AND |ret|≥0.8·σ60 ) AND acc≥0.55"
sh600467,0.0238868668675422,0.0162869878113269,0.6457627118644068,0.6457627118644068,0.6200038913216928,0.6818181818181818,0.0126317180693149,3.0887710490812013,3.049999952316284,0.0301884045011475,0.4184293305246218,False,"( |ret|≥max(0.0326,0.012) AND |ret|≥0.8·σ60 ) AND acc≥0.55"
sz000951,0.0306024458259344,0.0275856535881757,0.4966101694915254,0.4966101694915254,0.5975730109996447,0.0,0.0113663095980882,12.410260692310327,12.270000457763672,0.0234779210157697,0.4841273956573811,False,"( |ret|≥max(0.0552,0.012) AND |ret|≥0.8·σ60 ) AND acc≥0.55"
sh600529,0.0295097529888153,0.0252640321850776,0.488135593220339,0.488135593220339,0.5640610228115196,0.6438679245283019,0.0111226215958595,27.18064410041773,26.8799991607666,0.0271487686185407,0.409691417508688,False,"( |ret|≥max(0.0505,0.012) AND |ret|≥0.8·σ60 ) AND acc≥0.55"
sh600183,0.0265472121536731,0.0202744510024786,0.5661016949152542,0.5661016949152542,0.625251425669157,0.3253333333333333,0.0107915196567773,16.840760148188295,16.65999984741211,0.0166517745984094,0.6480698565971231,False,"( |ret|≥max(0.0405,0.012) AND |ret|≥0.8·σ60 ) AND acc≥0.55"
sh600774,0.0258962884545326,0.0184398852288723,0.5915254237288136,0.5915254237288136,0.6061397985316916,0.6146341463414634,0.0099760368466377,12.655625051534464,12.529999732971191,0.0316025515954947,0.3156717792161473,False,"( |ret|≥max(0.0369,0.012) AND |ret|≥0.8·σ60 ) AND acc≥0.55"
sh600027,0.0225754678249359,0.0152046252042055,0.629881154499151,0.629881154499151,0.620747309490725,0.6644182124789207,0.0087197087705135,3.6315281140108056,3.5999999046325684,0.0326160670913877,0.2673438852281832,False,"( |ret|≥max(0.0304,0.012) AND |ret|≥0.8·σ60 ) AND acc≥0.55"
sh600436,0.027551082894206,0.0231873523443937,0.4830508474576271,0.4830508474576271,0.6372611358916023,0.1866666666666666,0.0083453953266143,311.5491735709603,308.9599914550781,0.0248755002511872,0.3354863977600652,False,"( |ret|≥max(0.0464,0.012) AND |ret|≥0.8·σ60 ) AND acc≥0.55"
sh600731,0.023939786478877,0.0163192525506019,0.6016949152542372,0.6016949152542372,0.6023361014426772,0.603290676416819,0.008018615655601,7.691428107401755,7.630000114440918,0.0277152187236651,0.289321648237172,False,"( |ret|≥max(0.0326,0.012) AND |ret|≥0.8·σ60 ) AND acc≥0.55"
sh600824,0.0223481822758913,0.0135774202644824,0.5293103448275862,0.5293103448275862,0.550744226666415,0.5434380776340111,0.0079060811549425,3.951114750522996,3.920000076293945,0.0392220363530772,0.2015723780389196,False,"( |ret|≥max(0.0272,0.012) AND |ret|≥0.8·σ60 ) AND acc≥0.55"
sh600114,0.0323982089757919,0.023823793977499,0.5847457627118644,0.5847457627118644,0.5972735643225171,0.4794816414686825,0.0077193100005388,8.2836985343277,8.220000267028809,0.0372719679304152,0.207107602793454,False,"( |ret|≥max(0.0476,0.012) AND |ret|≥0.8·σ60 ) AND acc≥0.55"
sh600831,0.0265219118446111,0.0192018747329711,0.511864406779661,0.511864406779661,0.5392674494045205,0.5566343042071198,0.0076941605657339,6.509896023402464,6.460000038146973,0.0388480106680837,0.1980579816787213,False,"( |ret|≥max(0.0384,0.012) AND |ret|≥0.8·σ60 ) AND acc≥0.55"
sh600624,0.018740676343441,0.0137571692466735,0.5406779661016949,0.5406779661016949,0.5677137878114777,0.5342960288808665,0.0076267821714282,6.660605898958703,6.610000133514404,0.0151095132293929,0.5047665671271224,False,"( |ret|≥max(0.0275,0.012) AND |ret|≥0.8·σ60 ) AND acc≥0.55"
sz002038,0.0220097918063402,0.0179038718342781,0.4813559322033898,0.4813559322033898,0.5983598279436839,0.6498855835240275,0.0076090600341558,10.650734224475723,10.56999969482422,0.022205182953527,0.342670295641238,False,"( |ret|≥max(0.0358,0.012) AND |ret|≥0.8·σ60 ) AND acc≥0.55"
sz000777,0.0262052007019519,0.0184469819068908,0.5213675213675214,0.5213675213675214,0.5250492724311259,0.5602605863192183,0.0073767504654824,12.129144431185448,12.039999961853027,0.0342087123665906,0.2156394613757001,False,"( |ret|≥max(0.0369,0.012) AND |ret|≥0.8·σ60 ) AND acc≥0.55"
sz002007,0.0280860047787427,0.0282133724540472,0.4898305084745762,0.4898305084745762,0.5607050686922666,0.0,0.0072110909968614,22.431171870018076,22.270000457763672,0.0227999141819428,0.3162769726476778,False,"( |ret|≥max(0.0564,0.012) AND |ret|≥0.8·σ60 ) AND acc≥0.55"
sz002022,0.0281822253018617,0.0197491366416215,0.6322033898305085,0.6322033898305085,0.637847586795683,0.6748466257668712,0.0070395022630691,14.813916447476997,14.710000038146973,0.0352552790382047,0.199672232312171,False,"( |ret|≥max(0.0395,0.012) AND |ret|≥0.8·σ60 ) AND acc≥0.55"
sh600196,0.0316229499876499,0.0227533597499132,0.6372881355932203,0.6372881355932203,0.6720820501733117,0.6104868913857678,0.0063122198916971,50.45749508830372,50.13999938964844,0.0376638446708167,0.1675935707289167,False,"( |ret|≥max(0.0455,0.012) AND |ret|≥0.8·σ60 ) AND acc≥0.55"
sh600391,0.033513393253088,0.0244327876716852,0.5084745762711864,0.5084745762711864,0.5192431706861698,0.5380875202593193,0.0062444880604743,21.352921930630604,21.21999931335449,0.0315856910018979,0.1976998408266818,False,"( |ret|≥max(0.0489,0.012) AND |ret|≥0.8·σ60 ) AND acc≥0.55"
sh600201,0.0228805243968963,0.0169689320027828,0.5152542372881356,0.5152542372881356,0.5103898168275262,0.3896103896103896,0.0060593485832214,11.650380193794083,11.579999923706056,0.0251436522276551,0.2409891020790462,False,"( |ret|≥max(0.0339,0.012) AND |ret|≥0.8·σ60 ) AND acc≥0.55"
