n,alerts,rmse_mean,rmse_median,diracc_mean,diracc_median,pocid_mean,pocid_median,auprc_mean,f1_mean,mae_mean,abs_z_mean
221,1,0.024804700578971647,0.0252729635685682,0.5438007121197943,0.5357142857142857,0.5438007121197943,0.5357142857142857,0.5795106116416374,0.5162747996189606,0.01831359939219855,0.18182126055131592
