n,alerts,rmse_mean,rmse_median,diracc_mean,diracc_median,diracc_p25,diracc_p75,abs_z_mean
530,1,0.02517249105181892,0.025577801279723603,0.480408730751857,0.4828125,0.4640625,0.4974301967408585,0.14421603295722996
