ticker,rmse_valid,direction_acc_valid,y_next_pred,pred_next_close,last_close,sigma60,z_of_pred,alert,alert_rule
sh600085,0.023875767365098,0.5046875,-0.005036506801843643,43.221762812555916,43.439998626708984,0.038939945962954595,-0.12934033121750593,False,|ret|≥1.8·σ60
sz000419,0.020067499950528145,0.4390625,0.00360870361328125,5.098365255375001,5.079999923706055,0.04133544782868868,0.08730285819591543,False,|ret|≥1.8·σ60
sz000919,0.021950604394078255,0.5296875,-0.0011427327990531921,7.99086335897151,8.0,0.028921919087414306,-0.0395109467144937,False,|ret|≥1.8·σ60
sz000951,0.0322994701564312,0.5,0.015422280877828598,12.460698571401227,12.270000457763672,0.023477921015769756,0.6568841550590507,False,|ret|≥1.8·σ60
sh600367,0.033055081963539124,0.4984375,-0.01607775315642357,21.66879915508326,22.020000457763672,0.04744168067068863,-0.3388950294378325,False,|ret|≥1.8·σ60
sh600993,0.0273135956376791,0.49375,0.0007436461746692657,22.696872473328337,22.68000030517578,0.028221550636099962,0.026350285310516152,False,|ret|≥1.8·σ60
sh600573,0.029745111241936684,0.5078125,0.003996912389993668,10.030008828064018,9.989999771118164,0.028970096006775074,0.1379667851080328,False,|ret|≥1.8·σ60
sh600761,0.02332712709903717,0.4953125,-0.0006066113710403442,10.333729692977105,10.34000015258789,0.023534490116292127,-0.025775409209580276,False,|ret|≥1.8·σ60
sh600992,0.028231022879481316,0.4765625,0.003492141142487526,14.751424021437096,14.699999809265137,0.05657213734740652,0.06172898336424238,False,|ret|≥1.8·σ60
sh600684,0.026517173275351524,0.484375,-0.01795804128050804,4.518130226163691,4.599999904632568,0.04030148131386005,-0.4455924754906553,False,|ret|≥1.8·σ60
sh600033,0.010707715526223183,0.4203125,-0.0005393251776695251,2.8684524396866604,2.869999885559082,0.017351268073795032,-0.031082734964869657,False,|ret|≥1.8·σ60
sz000823,0.0259641595184803,0.496875,0.0001930445432662964,11.03212921976816,11.029999732971191,0.027325514016493548,0.007064623651856618,False,|ret|≥1.8·σ60
sh600276,0.021209541708230972,0.50625,0.001965852454304695,35.9706450466068,35.900001525878906,0.018606099330391646,0.10565628844788236,False,|ret|≥1.8·σ60
sh600560,0.024249356240034103,0.525,0.0043670497834682465,9.752496816946945,9.710000038146973,0.021475581923988803,0.2033494489430178,False,|ret|≥1.8·σ60
sh600111,0.03489037975668907,0.4921875,-0.00029735267162323,39.468261804107144,39.47999954223633,0.03083377975400143,-0.009643727676538408,False,|ret|≥1.8·σ60
sz000151,0.023799266666173935,0.4640625,-0.0037918593734502792,8.42798165067814,8.460000038146973,0.03489580228442463,-0.10866230430585891,False,|ret|≥1.8·σ60
sz000915,0.026648951694369316,0.4671875,0.0022590085864067078,34.07689311033651,34.0,0.03423910067176021,0.06597743171728745,False,|ret|≥1.8·σ60
sz000096,0.02167336642742157,0.49375,0.0014980174601078033,8.572833059063026,8.5600004196167,0.024097779572977904,0.06216410246139785,False,|ret|≥1.8·σ60
sz000548,0.01770242303609848,0.475,-0.002087261527776718,4.720137568344891,4.730000019073486,0.023611807563222252,-0.0883990197784619,False,|ret|≥1.8·σ60
sh600261,0.01906297728419304,0.46875,-0.0002777869813144207,3.8089417213834964,3.809999942779541,0.016830490530808595,-0.016504974454320333,False,|ret|≥1.8·σ60
sz002028,0.03147990629076958,0.5203125,-0.0002422928810119629,36.431170543991634,36.439998626708984,0.027693153380375684,-0.008749194798874434,False,|ret|≥1.8·σ60
sh600028,0.013111470267176628,0.4203125,-0.0010315179824829102,4.2855770313059,4.289999961853027,0.013571393344433759,-0.07600672946663117,False,|ret|≥1.8·σ60
sh600123,0.02897532284259796,0.4625,-0.0007347147911787033,12.680679474220723,12.6899995803833,0.03728374710009132,-0.01970602879978809,False,|ret|≥1.8·σ60
sz000702,0.02430826798081398,0.509375,0.0001261383295059204,5.570702806492038,5.570000171661377,0.03028096456872007,0.004165596758441849,False,|ret|≥1.8·σ60
sh600833,0.022269466891884804,0.475,-0.005082771182060242,12.386879857044667,12.449999809265137,0.04276138075982814,-0.11886356107096525,False,|ret|≥1.8·σ60
sz000573,0.026742059737443924,0.465625,0.0008126124739646912,4.48364200253253,4.480000019073486,0.04308771231496786,0.01885949013560192,False,|ret|≥1.8·σ60
sh600456,0.03131771460175514,0.484375,-0.00014750659465789795,49.34271956075686,49.349998474121094,0.03253295201386399,-0.004534065929657364,False,|ret|≥1.8·σ60
sh600742,0.025728700682520866,0.4953125,0.007901119068264961,9.877737861994435,9.800000190734863,0.022472508078419034,0.3515902864420262,False,|ret|≥1.8·σ60
sh600125,0.01833876594901085,0.4703125,0.0005483105778694153,5.012748018254607,5.010000228881836,0.030176647114347248,0.018170023796596258,False,|ret|≥1.8·σ60
sh600650,0.01725395768880844,0.4640625,0.0021256916224956512,10.41210977059721,10.390000343322754,0.0233005692606391,0.09122913206224498,False,|ret|≥1.8·σ60
sh600624,0.019807890057563782,0.4859375,0.002517230808734894,6.626659989050012,6.610000133514404,0.015109513229392881,0.16659895686437481,False,|ret|≥1.8·σ60
sh600031,0.028637301176786423,0.48125,-0.007281824946403503,17.114917078552782,17.239999771118164,0.02267026216143464,-0.3212058900109247,False,|ret|≥1.8·σ60
sh600668,0.027679355815052986,0.49375,-0.011512111872434616,20.858487644667438,21.100000381469727,0.06192731301080898,-0.18589713413617534,False,|ret|≥1.8·σ60
sz002038,0.02104010060429573,0.4953125,-0.003824576735496521,10.529651127176587,10.569999694824219,0.022205182953527077,-0.17223794197604683,False,|ret|≥1.8·σ60
sh600527,0.027964575216174126,0.446875,-0.000990070402622223,2.307714012009065,2.309999942779541,0.01671306379656775,-0.059239276668876246,False,|ret|≥1.8·σ60
sz000570,0.026377767324447632,0.4953125,0.0020463988184928894,5.070365322917553,5.059999942779541,0.018802094590981918,0.10883881687768115,False,|ret|≥1.8·σ60
sh600348,0.0300193652510643,0.4609375,0.0012310445308685303,11.794510367001893,11.779999732971191,0.03051378588708313,0.040343867260043076,False,|ret|≥1.8·σ60
sh600583,0.021901695057749748,0.4515625,0.004036141559481621,4.29730980501965,4.28000020980835,0.020176427281470042,0.2000423317147471,False,|ret|≥1.8·σ60
sh600642,0.01813146099448204,0.4640625,0.0023962967097759247,5.954251127891105,5.940000057220459,0.02273214173294864,0.10541442525665806,False,|ret|≥1.8·σ60
sh600601,0.02502332627773285,0.4835680751173709,0.0011225417256355286,2.5528640408918406,2.549999952316284,0.026615674397049153,0.042175948169868714,False,|ret|≥1.8·σ60
sh600004,0.02521384321153164,0.471875,0.008191445842385292,12.300345875564307,12.199999809265137,0.034332424972995726,0.2385920441946019,False,|ret|≥1.8·σ60
sh600016,0.00926063023507595,0.40625,0.0025308169424533844,3.879806551039986,3.869999885559082,0.009982950741828674,0.25351366272024334,False,|ret|≥1.8·σ60
sz000581,0.020260417833924294,0.5234375,0.003331826999783516,19.805879724690495,19.739999771118164,0.018278716105000675,0.18227894989202764,False,|ret|≥1.8·σ60
sh600809,0.031333666294813156,0.4671875,-0.00043338164687156677,241.1454693301652,241.25,0.027283377655424327,-0.01588445145980266,False,|ret|≥1.8·σ60
sz000550,0.0316135436296463,0.4953125,-0.0001890137791633606,14.347288289986034,14.350000381469727,0.027620077141961994,-0.0068433447799011535,False,|ret|≥1.8·σ60
sh600101,0.0282667875289917,0.4796875,-0.017502259463071823,7.1045596300928215,7.230000019073486,0.02762856029316168,-0.6334840810566224,False,|ret|≥1.8·σ60
sh600059,0.028145143762230873,0.49375,-0.0004739067517220974,9.515489934138557,9.520000457763672,0.022854591494191123,-0.020735725881833846,False,|ret|≥1.8·σ60
sh600836,0.026438027620315552,0.48746081504702193,0.00013126060366630554,6.550860004142493,6.550000190734863,0.026425807975501897,0.004967134935538832,False,|ret|≥1.8·σ60
sh600969,0.019214369356632233,0.4546875,-0.003333769738674164,7.993308140674485,8.020000457763672,0.023275399734017266,-0.14323140931872932,False,|ret|≥1.8·σ60
sz000983,0.03137555718421936,0.4437400950871632,-0.0016539469361305237,12.649061888585795,12.670000076293945,0.03974631586290528,-0.04161257424989137,False,|ret|≥1.8·σ60
sh600192,0.0263324286788702,0.4984375,0.0037875082343816757,5.872198840230808,5.849999904632568,0.0438201960174718,0.08643291710841197,False,|ret|≥1.8·σ60
sh600789,0.02574940025806427,0.465625,-0.0022490397095680237,6.904454209520808,6.920000076293945,0.02014464798956287,-0.11164447223344627,False,|ret|≥1.8·σ60
sh600660,0.026136986911296844,0.5125,0.00947009027004242,35.48445637255419,35.150001525878906,0.02382294028494154,0.39751962526775925,False,|ret|≥1.8·σ60
sz000729,0.021897977218031883,0.4890625,-0.004658445715904236,7.057048582891116,7.090000152587891,0.025581424105768205,-0.1821026020919535,False,|ret|≥1.8·σ60
sh600486,0.025564951822161674,0.4881889763779528,-0.0019246377050876617,117.03453615458332,117.26000213623047,0.025816435009435024,-0.07455084169738602,False,|ret|≥1.8·σ60
sh600470,0.030106382444500923,0.5094043887147336,0.0011294633150100708,6.7976733503085045,6.789999961853027,0.02556289261420564,0.04418368805983766,False,|ret|≥1.8·σ60
sh600585,0.020617198199033737,0.50625,-0.005927786231040955,37.477184274219105,37.70000076293945,0.02449348854999727,-0.24201468070969448,False,|ret|≥1.8·σ60
sz000869,0.0246893260627985,0.5046875,-0.002111375331878662,27.402081883782486,27.459999084472656,0.020703645632854425,-0.10198079843098537,False,|ret|≥1.8·σ60
sh600611,0.01246279664337635,0.475,0.0005947202444076538,3.321974991659928,3.319999933242798,0.01343707528224069,0.04425961671864017,False,|ret|≥1.8·σ60
