n,alerts,rmse_mean,rmse_median,diracc_mean,diracc_median,diracc_p25,diracc_p75,abs_z_mean
221,0,0.026079548050847483,0.0259412098675966,0.48176237629777946,0.4858044164037854,0.465625,0.4984375,0.2526429936565493
