n,alerts,rmse_mean,rmse_median,diracc_mean,diracc_median,diracc_p25,diracc_p75,abs_z_mean
221,0,0.02547169618763665,0.0257473532110452,0.4818546830236336,0.484375,0.465625,0.5,0.2131304246245266
