n,alerts,rmse_mean,rmse_median,diracc_mean,diracc_median,diracc_p25,diracc_p75,abs_z_mean
221,0,0.025878396534204973,0.0259606428444385,0.48113721613150456,0.4841269841269841,0.4619047619047619,0.5015873015873016,0.24428327671435957
