n,alerts,rmse_mean,rmse_median,diracc_mean,diracc_median,diracc_p25,diracc_p75,abs_z_mean
221,0,0.026710223971246547,0.0263702236115932,0.4839202002966779,0.4855687606112054,0.4677966101694915,0.5016949152542373,0.2385954539701251
