n,alerts,rmse_mean,rmse_median,diracc_mean,diracc_median,diracc_p25,diracc_p75,abs_z_mean
221,0,0.02630409778293841,0.0262561347335577,0.48169109680077576,0.4836065573770491,0.4688524590163934,0.4983606557377049,0.27009658577354334
