n,alerts,rmse_mean,rmse_median,diracc_mean,diracc_median,diracc_p25,diracc_p75,abs_z_mean
221,0,0.0254725700210594,0.0258377250283956,0.4831753620303093,0.484375,0.46875,0.4984375,0.201794796596203
