n,alerts,rmse_mean,rmse_median,diracc_mean,diracc_median,pocid_mean,pocid_median,auprc_mean,f1_mean,mae_mean,abs_z_mean
76,0,0.0237904262949565,0.0242437655106186,0.5365534215792248,0.5245762711864407,0.5365534215792248,0.5245762711864407,0.5769803172648968,0.5104297501059792,0.017236235190035826,0.18698917220205297
